@relation caracteristicas

@attribute camisa_ned_flanders real
@attribute barba_ned_flanders real
@attribute cabelo_krusty real
@attribute boca_krusty real
@attribute nariz_krusty real
@attribute classe {NedFlanders, Krusty}

@data
0.2584134615384615,0.3442651098901099,2.6820054945054945,1.1847527472527473,0.6129807692307693,Krusty
0.3648695054945055,0.9306318681318682,1.935096153846154,0.703125,0.27472527472527475,Krusty
0.018028846153846156,0.32623626373626374,0.45844780219780223,0.3871909340659341,0.15882554945054944,Krusty
0.31421703296703296,4.512362637362637,0.5151098901098901,0.35199175824175827,0.44471153846153844,Krusty
0.08842719780219781,20.024038461538463,0.882554945054945,0.5245535714285714,0.13392857142857142,Krusty
0.7340315934065934,1.2491414835164836,6.23540521978022,2.097355769230769,0.4790521978021978,Krusty
0.07467830882352941,0.805376838235294,1.3729319852941175,0.38717830882352944,13.286994485294118,Krusty
0.12637867647058823,0.8203125,3.010110294117647,0.1953125,4.04296875,Krusty
0.02527573529411765,1.3200827205882353,2.849264705882353,0.037913602941176475,24.108455882352942,Krusty
0.01838235294117647,1.26953125,1.7107077205882355,0.08386948529411764,24.35546875,Krusty
0.03919766435986159,0.5622837370242215,1.2840614186851211,2.345101643598616,7.823313148788927,Krusty
0.04916958041958042,0.08741258741258741,6.652917395104894,1.596645541958042,1.8452250874125875,Krusty
0.02568122837370242,0.10677984429065746,2.1518166089965396,0.17165873702422146,0.17165873702422146,Krusty
0.008336509146341464,0.15720274390243905,1.9340701219512195,3.3167397103658534,4.605325838414634,Krusty
0.6043198529411765,4.2578125,0.8559283088235294,1.7693014705882353,0.06204044117647058,Krusty
0.034466911764705885,0.7433363970588235,2.219669117647059,1.6291360294117647,1.662454044117647,Krusty
0.009191176470588236,0.41015625,0.06318933823529412,1.4177389705882353,13.095128676470589,Krusty
0.05974264705882353,7.690716911764706,0.3883272058823529,0.22748161764705885,0.22748161764705885,Krusty
0.01838235294117647,0.6537224264705882,5.615808823529412,5.99609375,3.0549172794117645,Krusty
0.37109375,2.0978860294117645,1.037454044117647,1.1282169117647058,0.19071691176470587,Krusty
0.33547794117647056,0.6732536764705883,1.9680606617647058,1.3568474264705883,0.12178308823529412,Krusty
0.003446691176470588,0.23667279411764705,2.08984375,1.2890625,0.5457261029411764,Krusty
0.04721840659340659,0.34168956043956045,2.4089972527472527,1.0276442307692308,48.021119505494504,Krusty
0.023864549839228297,0.03642483922829582,2.203074758842444,0.03642483922829582,0.002512057877813505,Krusty
0.16555574792243768,0.24238227146814403,0.24238227146814403,0.24779259002770085,0.015148891966759002,Krusty
0.02376818783068783,0.17877810846560846,0.14054232804232802,0.3689236111111111,0.05166997354497354,Krusty
0.0030202963917525774,0.0,0.16309600515463918,0.34230025773195877,0.008054123711340205,Krusty
0.016001506024096387,9.41265060240964E-4,0.10918674698795182,0.3294427710843374,0.031061746987951805,Krusty
0.016891891891891893,6.1824324324324325,0.15519425675675674,0.41596283783783783,6.557221283783783,Krusty
0.037913602941176475,3.2789522058823533,0.48828125,0.040211397058823525,6.744025735294118,Krusty
0.03482315891472868,0.07873062015503876,0.030281007751937983,0.9674781976744186,0.05147771317829458,Krusty
0.8056640625,0.546603732638889,0.57373046875,0.15462239583333331,0.07595486111111112,Krusty
0.11658960459183675,0.31887755102040816,0.1096141581632653,0.016940369897959183,0.08868781887755102,Krusty
0.04480698529411765,0.7157628676470588,0.0,0.027573529411764705,1.688878676470588,Krusty
0.0,1.1408547794117647,0.805376838235294,0.5296415441176471,0.05859375,Krusty
0.4664522058823529,0.7502297794117647,0.3664981617647059,0.6537224264705882,0.48943014705882354,Krusty
0.4049410994764398,1.9418766361256545,0.009203206806282723,0.16156740837696335,0.11657395287958114,Krusty
0.03102022058823529,3.0112591911764706,0.0,0.05284926470588235,6.326976102941176,Krusty
0.2198543848167539,0.37426374345549734,2.060495746073298,0.0603321335078534,0.41414430628272253,Krusty
0.0,0.6479779411764707,2.981387867647059,0.8191636029411765,2.3770680147058822,Krusty
0.00252831715210356,0.1403216019417476,0.4209648058252427,0.03539644012944984,0.0,Krusty
0.3297334558823529,1.2201286764705883,1.3166360294117647,0.7306985294117647,1.4096966911764706,Krusty
0.033395401554404146,0.1052461139896373,0.02226360103626943,1.758824481865285,0.17810880829015543,Krusty
0.0011488970588235295,0.09306066176470587,2.827435661764706,1.7118566176470589,18.12844669117647,Krusty
0.05859375,0.19761029411764705,1.232766544117647,0.6617647058823529,0.4216452205882353,Krusty
1.8646599264705883,5.2424172794117645,1.833639705882353,0.8524816176470588,1.733685661764706,Krusty
0.006893382352941176,0.6318933823529412,0.21484375000000003,0.11374080882352942,0.03216911764705882,Krusty
0.24471507352941177,5.381433823529412,1.9462316176470589,1.0592830882352942,3.4317555147058822,Krusty
0.008180628272251309,0.09509980366492146,4.110765706806283,2.3887434554973823,0.3773314790575916,Krusty
0.251608455882353,0.5365349264705882,1.58203125,1.0075827205882353,1.610753676470588,Krusty
0.7272518382352942,4.856387867647059,0.7467830882352942,0.5078125,5.297564338235294,Krusty
0.034466911764705885,0.6456801470588235,0.5330882352941176,11.984145220588236,0.3929227941176471,Krusty
1.1638327205882353,2.990579044117647,0.02182904411764706,0.49172794117647056,0.1056985294117647,Krusty
0.04480698529411765,0.30675551470588236,0.48943014705882354,1.30859375,0.21254595588235292,Krusty
0.003446691176470588,0.5905330882352942,2.4230238970588234,10.572150735294118,1.4085477941176472,Krusty
0.2768841911764706,0.7100183823529411,0.20335477941176472,0.6744025735294118,0.1723345588235294,Krusty
